4096,1024,4194304,4,True,114
4096,512,4194304,4,True,115
1024,1024,2097152,10,True,114
512,256,4194304,8,True,119
2048,256,4194304,10,True,115
65536,512,2097152,4,True,114
2048,1024,1048576,8,True,114
32768,128,4194304,6,True,121
2048,256,2097152,6,True,122
8192,256,2097152,10,True,120
4096,512,1048576,2,True,114
4096,512,1048576,10,True,115
16384,512,1048576,8,True,114
32768,512,1048576,10,True,114
512,1024,524288,6,True,114
1024,1024,524288,4,True,114
16384,128,2097152,12,True,114
65536,128,2097152,8,True,115
2048,512,524288,6,True,114
32768,512,524288,12,True,115
65536,512,524288,6,True,114
65536,1024,262144,6,True,114
1024,60,4194304,1,True,114
8192,60,4194304,12,True,114
1024,128,1048576,10,True,115
8192,256,524288,2,True,121
8192,512,262144,12,True,114
65536,512,262144,6,True,114
65536,1024,131072,2,True,114
512,60,2097152,2,True,115
16384,60,2097152,12,True,114
65536,60,2097152,8,True,114
4096,128,524288,8,True,114
32768,256,262144,12,True,122
1024,512,131072,2,True,118
2048,512,131072,8,True,114
8192,1024,65536,1,True,120
8192,1024,65536,6,True,114
8192,15,4194304,2,True,119
8192,15,4194304,10,True,116
4096,30,2097152,6,True,115
16384,30,2097152,2,True,119
4096,128,262144,1,True,122
4096,128,262144,6,True,119
512,256,131072,2,True,122
16384,256,131072,10,True,121
1024,512,65536,6,True,119
4096,512,65536,8,True,117
512,30,1048576,1,True,126
4096,60,524288,2,True,121
16384,60,524288,6,True,119
8192,7,4194304,8,True,117
2048,128,131072,2,True,125
2048,256,65536,8,True,120
32768,256,65536,1,True,126
8192,15,1048576,12,True,117
2048,30,524288,12,True,118
8192,60,262144,4,True,125
8192,7,2097152,2,True,136
16384,7,2097152,8,True,116
65536,7,2097152,10,True,117
4096,128,65536,10,True,119
4096,128,65536,12,True,118
16384,128,65536,6,True,125
32768,128,65536,1,True,128
1024,15,524288,1,True,129
8192,15,524288,10,True,120
65536,30,262144,10,True,119
8192,60,131072,1,True,136
65536,60,131072,8,True,120
4096,7,1048576,4,True,124
16384,7,1048576,4,True,125
65536,7,1048576,8,True,123
512,15,262144,8,True,124
2048,15,262144,10,True,122
512,30,131072,6,True,127
512,30,131072,8,True,124
1024,30,131072,8,True,125
8192,30,131072,8,True,125
32768,30,131072,2,True,144
1024,60,65536,6,True,131
8192,60,65536,1,True,150
2048,7,524288,2,True,137
4096,15,131072,10,True,124
512,30,65536,10,True,126
16384,30,65536,10,True,124
32768,30,65536,4,True,133
32768,30,65536,12,True,119
65536,30,65536,2,True,143
16384,7,262144,12,True,121
32768,7,262144,1,True,146
65536,7,262144,8,True,127
1024,15,65536,2,True,148
2048,7,131072,4,True,139
8192,7,131072,8,True,127
65536,7,131072,10,True,125
512,7,65536,1,True,154
65536,7,65536,1,True,150
